Picea,Pinus,Alnus,Betula,Quercus,Ambrosia,Chenopodiaceae
0.0,0.0012801381873112872,-0.008550292549833052,0.0057480348736838535,0.0,0.006275422646927742,0.03511473753403333
-0.0036086677429455574,0.0014356141547162795,0.0,-0.0,-0.0058225948011974725,0.0008692959747595979,0.12582602560154743
0.021265160996870383,0.0,0.0,0.003445052010066306,0.03726250811986611,0.02630640973568153,0.0
0.0,0.0,0.0,-0.0012364242498017128,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.0,0.06427569028485128,0.0
0.02171518931526569,0.0,-0.0,0.008727052320150181,0.0,0.0,0.010962676019518251
0.015903705810984003,0.002060760466976513,0.05324754037348584,0.006046699603381683,-0.001511943751370303,-0.0,0.07787349889097167
0.0,0.0,0.0,0.0,0.0,0.010037530061495051,0.12238828702990788
0.011754478222919485,0.0006661439530777315,0.0,0.0036244597759768423,0.03799789865858561,0.04703432528575421,0.016795418868738293
0.003261268579567458,-0.0,0.04283197477599392,0.007480312842067251,0.034832275884708344,0.048616213672243495,0.0
0.0,-0.0003966620196919881,0.0,0.0,0.0,-0.0,0.0
0.010301804567017923,0.0,-0.009414412191288727,0.0,0.011874729034105917,0.08171814624650803,-0.02474392213064267
-0.0027141220501901665,-0.0,0.0,0.0,0.026986555760823098,0.0,0.13378304752671422
0.01413515490356571,0.0027459577171158366,0.0,-0.0,-0.010693316435098452,0.0,0.0258494269211066
0.0,-0.000733933966953177,0.061085986892221285,0.0,0.005696580396422502,0.0,0.0
0.013551725697829704,0.0,0.005143274422821827,0.0,-0.008893392855900892,0.0,0.024423458860109278
0.0,0.002266536857612034,-0.0,0.0,0.0,0.0,0.07937507383158574
0.019168657935627997,0.0,-0.0,0.0,-0.0,0.0,0.0
0.0,-0.0,0.04670695516723646,0.0,0.02899626043438932,0.07781857528262814,0.0
0.0,0.0,0.0,-0.0014057387191969998,0.0,0.0770402790904973,0.0
-0.004040281607530222,-0.0,0.0,0.0,0.0,-0.01739939148555735,-0.03333328794922903
0.0,0.0017518667377261028,0.0,0.010867692397402285,0.04531012875964796,0.0,0.14535206445428228
0.0,0.0,0.0,0.005222629072886262,0.0,0.0,0.0
0.011645718660636784,-0.00012034226109987776,0.0,0.0,0.035865006642670456,0.056271995535336794,0.0
0.0033969257647240795,-0.000320887122778427,0.05366719674038179,0.009236439226731927,0.0,0.0,0.0
0.0158295081996603,0.0018050389629219378,0.01433250903940633,-0.001662717588768727,0.0,0.0,0.0
0.0,0.0,0.058255549408954346,0.007209555059721286,0.011038457089352914,0.0,-0.0
0.0,-0.0,-0.009337947133451525,0.0,0.0,0.0,0.0
0.0,-0.0,0.0,0.0,0.0,0.0,-0.005894021291364958
0.0,-0.0,0.0020542823381918458,0.008316523317602555,0.01069285801803119,0.028713407547387212,-0.0
0.014638627392140767,-0.0,0.0,-0.0,0.009663968213695896,0.0,0.0
0.0,0.0,0.0,0.0,-0.0,-0.0,0.017913176607338658
0.017330415700592808,0.0007541467571619492,0.0,0.00048569038218117537,0.01402850774985775,0.05804141579004988,-0.00047603382396976937
0.0,-0.0,-0.013394150907303276,0.002805643029552293,0.0,-0.0,0.0
0.0,-0.0,0.00973413433709984,-0.0,0.0,0.0,0.0
0.002009326116261369,0.0010828590352793216,-0.013884001504291013,0.0,0.0023594978988154434,-0.0014050839114124942,0.0
0.01100432612533546,0.0016635601005138,-0.0024430004083341892,0.0034177269550103124,0.0,0.062459600902141955,0.0
-0.0,-0.00044539740770556684,0.0,0.0027606555169094856,0.0,0.0,0.0
0.01891304131499844,0.0,0.0,0.010555081831418468,0.0,0.0,0.0
0.016280413161948542,0.00250134969550692,0.0,0.0,0.0,0.0,-0.0
0.012442502540934309,0.001623377815573105,0.0,-0.00031223085734914517,0.03078961308721792,0.0,-4.560979572764734e-05
0.0,-0.0004655051466455549,0.005997016564195277,0.0,0.03915957716706062,0.0,-0.02622649329506861
0.010828517387120576,0.0012272610942644577,0.05751870966934762,0.006467084527010284,0.0,0.0,0.016830296769968788
0.0,0.002671421112414212,0.02915740312909773,-0.00015610268404140355,-0.001235254460757139,-0.008071252046488262,0.0
0.0,-0.00046012178848169267,0.0,0.005335761219228511,0.0,-0.0013042495585858518,0.108126891893181
-0.004193125924157265,0.0,0.0,0.006002043771948615,0.024923305728989098,0.07574241918060771,0.14591875144810396
0.007203387810537713,0.0003736973772127734,0.015007749764739882,-0.0013778899289569632,-0.007454017542296575,-0.02206222396115583,0.0
0.0,-0.00022444730461683698,0.0,0.0,0.0,-0.0,-0.017468256416246757
0.0,0.0,0.01556764267223336,0.0,0.0,0.09640049416402457,0.0
0.0,0.00012470068234794984,0.0,0.0,0.04662580041345961,0.09707845651595416,0.0
0.0,0.002859978046468432,0.0,-0.0,-0.0005651297884230956,0.06861668013599932,0.0
0.0,0.0,0.0,0.0,0.04369649214622779,-0.0,0.0
0.0014149556495982394,0.0011830257959132282,0.023637769773380068,-0.0,0.0011727684967658472,-0.014997613979797257,0.0
0.0,0.0,0.03944607558040601,0.0061643352136763665,0.03970411685646744,-0.00877824616279631,0.0
0.0,0.0,0.0,-0.0,0.043721750649177826,0.027213553582465886,0.0
0.003083207264013499,0.0,0.035769957452910145,0.0016004344058699867,0.031849547773306904,0.0674349940882828,0.043044087862033606
0.0,0.0010933353795873394,0.05756544770839193,0.010156978843016043,0.0,0.02794577119441765,0.0
0.010415206114888073,-0.0,0.0,0.0,0.0,0.018554399721868668,0.10339110762719103
-0.0031791106325330444,0.0011056959072622947,0.0,0.0,-0.0015777906295141699,0.0,0.02561652332640383
-9.22203190066836e-05,0.0018704374282501682,0.0392188592144941,0.0,0.0,0.05723812070599699,0.027683057533033906
0.012197807197697315,0.0,-0.0,0.0,0.0,-0.0,-0.0
0.009680913016628746,-0.0,0.0,0.0,0.0,0.08173514189385744,0.12626548489935419
0.0,0.0,0.0,-0.0008648148648331075,0.0,-0.0,0.0
0.022096706475850065,-0.00042223509578061724,0.0,0.0,0.0,0.0,0.0
0.022381842732808712,0.0,0.0,0.0006012874503893292,-0.004106260389936056,0.0,0.04857844692300851
0.02093516941068482,0.00014052007521736588,0.009473704472740959,-0.0006273396236823363,-0.010146751742562037,-0.0,0.033723921838231675
0.0,0.0,0.0428264898238683,0.0,0.018955971506301572,0.04361545006646709,0.0
0.0,0.0,0.0,0.0,0.026687798683101907,-0.013909716912237892,-0.0
0.017903674396352234,-0.00027516949129576353,0.018163369616577496,0.005520482177484273,0.028397300269474856,0.0,0.032122892521987086
0.02039987618643095,0.0,0.02233811699646569,0.0,0.0,0.021609382339747556,-0.0
0.017950169603070727,0.0021642516258582097,0.05254136479010929,0.0029057766189711154,0.0,-0.02460187165773146,0.14738848346541658
0.0221421462186391,0.0,0.0,0.001143043400454219,0.017736117768964967,0.08398583911666316,0.03361380973502731
-0.00512543179234497,0.001089222788536875,0.038165486616935584,0.0,-0.0,0.056647900780624344,0.05608534628122154
0.0,0.0,0.0,0.0,0.0,-0.02433609928419121,0.0
-0.0,4.063014010141549e-05,0.0,0.0,0.0,0.03067995600523588,0.10851022824600748
0.0,0.0,-0.00023624233927452306,-0.0005310177955169473,0.013771464851084148,-0.003660233319063434,0.06174281462916774
0.0037028420936796183,-0.0,0.015118325577722948,0.010664331228916527,0.0,0.059163609299315925,0.0
0.0,-0.0006149240213980873,0.0,0.0,0.018218416079522348,0.0,0.0
0.016032123892984463,0.0004423003939391251,0.026322043915739477,0.0037223682988010145,0.011838421538470208,0.0513694315205295,0.056938269885190775
0.0,0.0006425865933969577,0.006247743582911472,0.0098467058153567,-0.0,0.03426876336299234,0.0
